ascension_code,level,code,name,polarity,export_pct,as_submitted_pct,corrected_pct,export_eq_submitted,submitted_vs_corrected_delta
52012,composite,TW,Teamwork,,62.4,62.4,81.8,yes,19.4
52012,composite,Staffing,Staffing and Work Pace,,27.2,27.1,51.7,yes,24.6
52012,composite,OL,Organizational Learning-Continuous Improvement,,50.7,50.6,70.8,yes,20.2
52012,composite,NPRE,Response to Error,,27.3,27.3,63.0,yes,35.7
52012,composite,S/ME,Supervisor/Manager/Clinical Leader Support,,55.7,55.7,78.2,yes,22.5
52012,composite,FCE,Communication About Error,,74.5,74.5,74.5,yes,0.0
52012,composite,CO,Communication Openness,,61.0,60.9,76.8,yes,15.9
52012,composite,MSPS,Hospital Management Support for Patient Safety,,60.1,60.0,60.7,yes,0.7
52012,composite,HT,Handoffs and Information Exchange,,36.3,36.4,62.8,yes,26.4
52015,question,A1,"In this unit, we work together as an effective team.",pos,86.9,86.9,86.9,yes,0.0
52015,question,A2,"In this unit, we have enough staff to handle the workload.",pos,69.9,69.9,69.9,yes,0.0
52015,question,A3,Staff in this unit work longer hours than is best for patient care.,neg,15.9,15.9,58.2,yes,42.3
52015,question,A4,This unit regularly reviews work processes to determine if changes are needed to improve patient safety.,pos,80.4,80.4,80.4,yes,0.0
52015,question,A5,"This unit relies too much on temporary, float, or PRN staff.",neg,15.5,15.5,64.0,yes,48.5
52015,question,A6,"In this unit, staff feel like their mistakes are held against them.",neg,12.8,12.8,63.5,yes,50.7
52015,question,A7,"When an event is reported in this unit, it feels like the person is being written up, not the problem.",neg,14.1,14.1,61.1,yes,47.0
52015,question,A8,"During busy times, staff in this unit help each other.",pos,89.2,89.2,89.2,yes,0.0
52015,question,A9,There is a problem with disrespectful behavior by those working in this unit.,neg,17.3,17.3,66.3,yes,49.0
52015,question,A10,"When staff make errors, this unit focuses on learning rather than blaming individuals.",pos,69.5,69.5,69.5,yes,0.0
52015,question,A11,The work pace in this unit is so rushed that it negatively affects patient safety.,neg,9.4,9.4,72.4,yes,63.0
52015,question,A12,"In this unit, changes to improve patient safety are evaluated to see how well they worked.",pos,74.0,74.0,74.0,yes,0.0
52015,question,A13,"In this unit, there is a lack of support for staff involved in patient safety errors.",neg,7.1,7.1,70.4,yes,63.3
52015,question,A14,This unit lets the same patient safety problems keep happening.,neg,6.4,6.4,81.7,yes,75.3
52015,question,B1,"My supervisor, manager, or clinical leader seriously considers staff suggestions for improving patient safety.",pos,80.2,80.2,80.2,yes,0.0
52015,question,B2,"My supervisor, manager, or clinical leader wants us to work faster during busy times, even if it means taking shortcuts.",neg,7.9,7.9,77.2,yes,69.3
52015,question,B3,"My supervisor, manager, or clinical leader takes action to address patient safety concerns that are brought to their attention.",pos,85.6,85.6,85.6,yes,0.0
52015,question,C1,We are informed about errors that happen in this unit.,pos,82.4,82.4,82.4,yes,0.0
52015,question,C2,"When errors happen in this unit, we discuss ways to prevent them from happening again.",pos,85.0,85.0,85.0,yes,0.0
52015,question,C3,"In this unit, we are informed about changes that are made based on event reports.",pos,82.4,82.4,82.4,yes,0.0
52015,question,C4,"In this unit, staff speak up if they see something that may negatively affect patient care.",pos,85.2,85.2,85.2,yes,0.0
52015,question,C5,"When staff in this unit see someone with more authority doing something unsafe for patients, they speak up.",pos,72.7,72.7,72.7,yes,0.0
52015,question,C6,"When staff in this unit speak up, those with more authority are open to their patient safety concerns.",pos,78.8,78.8,78.8,yes,0.0
52015,question,C7,"In this unit, staff are afraid to ask questions when something does not seem right.",neg,6.8,6.8,78.9,yes,72.1
52015,question,F1,The actions of hospital management show that patient safety is a top priority.,pos,79.8,79.8,79.8,yes,0.0
52015,question,F2,Hospital management provides adequate resources to improve patient safety.,pos,80.7,80.7,80.7,yes,0.0
52015,question,F3,Hospital management seems interested in patient safety only after an adverse event happens.,neg,29.1,29.1,48.7,yes,19.6
52015,question,F4,"When transferring patients from one unit to another, important information is often left out.",neg,18.0,18.0,62.2,yes,44.2
52015,question,F5,"During shift changes, important patient care information is often left out.",neg,14.8,14.8,72.2,yes,57.4
52015,question,F6,"During shift changes, there is adequate time to exchange all key patient care information.",pos,81.0,81.0,81.0,yes,0.0
52015,composite,TW,Teamwork,,64.5,64.5,80.8,yes,16.3
52015,composite,Staffing,Staffing and Work Pace,,27.7,27.7,66.1,yes,38.4
52015,composite,OL,Organizational Learning-Continuous Improvement,,53.6,53.6,78.7,yes,25.1
52015,composite,NPRE,Response to Error,,25.9,25.9,66.1,yes,40.2
52015,composite,S/ME,Supervisor/Manager/Clinical Leader Support,,57.9,57.9,81.0,yes,23.1
52015,composite,FCE,Communication About Error,,83.2,83.2,83.2,yes,0.0
52015,composite,CO,Communication Openness,,60.9,60.9,78.9,yes,18.0
52015,composite,MSPS,Hospital Management Support for Patient Safety,,63.2,63.2,69.7,yes,6.5
52015,composite,HT,Handoffs and Information Exchange,,37.9,37.9,71.8,yes,33.9
